Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Amout (USD)
974,60.0,male,Jacket,Outerwear,75,Colorado,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,30.0,Bank Transfer,Quarterly,75
1711,19.0,male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,No,Store Pickup,No,No,7.0,PayPal,Quarterly,59
2589,44.0,male,Backpack,Accessories,49,Delaware,M,Peach,Summer,3.2,No,Free Shipping,No,No,38.0,Venmo,Bi-Weekly,49
1099,49.0,male,Handbag,Accessories,98,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,27.0,Credit Card,Weekly,98
3768,59.0,female,Shorts,Clothing,51,New York,XL,Black,Summer,3.1,No,Free Shipping,No,No,10.0,Bank Transfer,Fortnightly,51
887,19.0,male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,Yes,Express,Yes,Yes,48.0,Bank Transfer,Monthly,54
2407,54.0,male,Scarf,Accessories,57,California,M,Indigo,Winter,4.7,No,Standard,No,No,26.0,PayPal,Weekly,57
3890,57.0,female,Dress,Clothing,65,new york,S,Yellow,Spring,3.5,No,Express,No,No,49.0,Bank Transfer,Annually,65
3559,68.0,female,Backpack,Accessories,94,Alaska,L,Magenta,Summer,4.8,No,Standard,No,No,9.0,Venmo,Quarterly,94
738,47.0,male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,28.0,PayPal,Annually,24
1454,36.0,male,Boots,Footwear,93,Virginia,S,Teal,Winter,3.2,No,2-Day Shipping,Yes,Yes,41.0,Bank Transfer,Fortnightly,93
2583,19.0,male,Dress,Clothing,98,South Dakota,S,Indigo,Fall,3.6,No,2-Day Shipping,No,No,4.0,Venmo,Every 3 Months,98
3512,69.0,female,Jewelry,Accessories,81,Mississippi,M,Blue,Summer,3.9,No,2-Day Shipping,No,No,21.0,Credit Card,Every 3 Months,81
2127,63.0,male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,No,28.0,Credit Card,Monthly,38
907,41.0,male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,Yes,Standard,Yes,Yes,21.0,Debit Card,Bi-Weekly,56
2390,25.0,male,Coat,Outerwear,87,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,No,17.0,Bank Transfer,Every 3 Months,87
2921,33.0,female,Sunglasses,Accessories,72,Texas,XL,Brown,Spring,4.9,No,Free Shipping,No,No,3.0,Debit Card,Bi-Weekly,72
948,57.0,male,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,Yes,Store Pickup,Yes,Yes,6.0,Cash,Every 3 Months,32
2488,57.0,male,Boots,Footwear,21,Montana,L,Violet,Spring,3.0,No,Next Day Air,No,No,16.0,PayPal,Bi-Weekly,21
2650,23.0,male,Gloves,Accessories,21,Minnesota,M,Magenta,Fall,3.9,No,Store Pickup,No,No,14.0,Bank Transfer,Fortnightly,21
716,33.0,male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37.0,Debit Card,Quarterly,63
2639,22.0,male,Shirt,Clothing,34,Hawaii,S,Black,Spring,4.2,No,Store Pickup,No,No,35.0,Credit Card,Annually,34
687,70.0,male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,33.0,Venmo,Fortnightly,35
3397,29.0,female,Pants,Clothing,37,Tennessee,XL,Black,Winter,5.0,No,Next Day Air,No,No,5.0,PayPal,Quarterly,37
2930,31.0,female,Socks,Clothing,53,Maine,XL,White,Winter,4.5,No,Next Day Air,No,No,42.0,Venmo,Fortnightly,53
188,19.0,male,Shoes,Footwear,94,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1.0,Bank Transfer,Bi-Weekly,94
886,41.0,male,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,Yes,Yes,49.0,Debit Card,Every 3 Months,99
918,69.0,male,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,11.0,Bank Transfer,Quarterly,64
2452,41.0,male,Socks,Clothing,60,Oklahoma,M,Purple,Fall,3.4,No,Store Pickup,No,No,27.0,Venmo,Monthly,60
2510,19.0,male,Socks,Clothing,48,Washington,M,Black,Spring,4.4,No,Free Shipping,No,No,9.0,Bank Transfer,Quarterly,48
1266,32.0,male,Shirt,Clothing,79,Louisiana,M,Lavender,Spring,2.7,No,Next Day Air,Yes,Yes,27.0,Bank Transfer,Weekly,79
484,23.0,male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,Yes,12.0,Debit Card,Weekly,73
2979,44.0,female,Shorts,Clothing,56,Idaho,S,Cyan,Spring,3.9,No,Free Shipping,No,No,49.0,Bank Transfer,Fortnightly,56
3441,45.0,female,Handbag,Accessories,63,Maryland,L,Magenta,Fall,4.3,No,2-Day Shipping,No,No,2.0,PayPal,Weekly,63
278,29.0,male,Shirt,Clothing,29,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,Yes,Yes,36.0,Bank Transfer,Bi-Weekly,29
989,50.0,male,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,47.0,PayPal,Fortnightly,84
2085,32.0,male,Blouse,Clothing,94,new york,S,Brown,Summer,4.0,No,Standard,No,No,43.0,Bank Transfer,Quarterly,94
1246,42.0,male,Dress,Clothing,31,New York,M,Violet,Fall,3.4,No,Standard,Yes,Yes,30.0,Bank Transfer,Weekly,31
572,54.0,male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,Yes,Free Shipping,Yes,Yes,37.0,Venmo,Weekly,76
1436,45.0,male,Scarf,Accessories,95,Oregon,XL,Black,Fall,4.0,No,Standard,Yes,Yes,41.0,Cash,Weekly,95
994,51.0,male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,Yes,25.0,Cash,Weekly,90
3619,28.0,female,Gloves,Accessories,67,Nevada,M,Maroon,Fall,4.0,No,2-Day Shipping,No,No,47.0,PayPal,Bi-Weekly,67
2252,26.0,male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,No,22.0,Debit Card,Monthly,94
586,69.0,male,Socks,Clothing,23,South Carolina,M,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,5.0,Cash,Every 3 Months,23
1350,21.0,male,Socks,Clothing,36,South Carolina,XL,Black,Spring,3.2,No,Next Day Air,Yes,Yes,23.0,Cash,Bi-Weekly,36
1008,58.0,male,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,Yes,2.0,Credit Card,Annually,62
675,48.0,male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,Yes,36.0,Bank Transfer,Annually,33
448,60.0,male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Standard,Yes,Yes,7.0,Bank Transfer,Every 3 Months,82
2270,44.0,male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27.0,Credit Card,Annually,38
3242,50.0,female,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,4.4,No,Store Pickup,No,No,30.0,PayPal,Quarterly,58
2065,31.0,male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,2-Day Shipping,No,No,5.0,Bank Transfer,Monthly,99
3149,37.0,female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,No,15.0,Venmo,Weekly,35
3354,31.0,female,Dress,Clothing,66,Ohio,L,Teal,Fall,4.6,No,Free Shipping,No,No,19.0,Credit Card,Every 3 Months,66
1691,40.0,male,Coat,Outerwear,30,Nevada,M,Black,Summer,3.2,No,Free Shipping,No,No,1.0,Cash,Annually,30
3285,70.0,female,Scarf,Accessories,79,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,No,No,20.0,Venmo,Annually,79
1248,65.0,male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,3.8,No,Express,Yes,Yes,18.0,Venmo,Bi-Weekly,99
1986,23.0,male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,2-Day Shipping,No,No,6.0,Credit Card,Fortnightly,97
295,70.0,male,Skirt,Clothing,20,New Jersey,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,Yes,19.0,Credit Card,Every 3 Months,20
1548,46.0,male,Hat,Accessories,46,South Carolina,L,Teal,Summer,3.5,No,Standard,Yes,Yes,40.0,Cash,Quarterly,46
2013,48.0,male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Store Pickup,No,No,5.0,Cash,Fortnightly,53
589,47.0,male,Boots,Footwear,60,South Dakota,M,Violet,Fall,3.0,Yes,Standard,Yes,Yes,9.0,Debit Card,Quarterly,60
2130,40.0,male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,No,12.0,PayPal,Every 3 Months,57
3050,40.0,female,Handbag,Accessories,60,Utah,L,Olive,Summer,3.0,No,Next Day Air,No,No,41.0,Bank Transfer,Bi-Weekly,60
426,40.0,male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,Yes,4.0,Credit Card,Quarterly,87
1055,18.0,male,Shorts,Clothing,96,Arkansas,L,Cyan,Winter,4.9,No,Express,Yes,Yes,48.0,PayPal,Quarterly,96
3308,18.0,female,Scarf,Accessories,36,Pennsylvania,S,Green,Winter,4.0,No,Store Pickup,No,No,1.0,Cash,Monthly,36
557,40.0,male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5.0,Yes,Store Pickup,Yes,Yes,21.0,Cash,Fortnightly,90
2565,42.0,male,Scarf,Accessories,90,Kentucky,L,Indigo,Winter,3.0,No,2-Day Shipping,No,No,27.0,Bank Transfer,Weekly,90
3528,25.0,female,Blouse,Clothing,97,Washington,S,Charcoal,Spring,4.7,No,Free Shipping,No,No,1.0,Cash,Weekly,97
3525,69.0,female,Pants,Clothing,74,Michigan,L,Silver,Summer,2.9,No,Free Shipping,No,No,30.0,Credit Card,Monthly,74
2686,56.0,female,Boots,Footwear,25,Virginia,M,Gray,Winter,2.7,No,Express,No,No,49.0,PayPal,Quarterly,25
1194,40.0,male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,Yes,Yes,18.0,Credit Card,Fortnightly,55
1717,44.0,male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,No,Standard,No,No,30.0,Cash,Every 3 Months,47
2965,44.0,female,Coat,Outerwear,25,Ohio,S,Olive,Fall,3.8,No,2-Day Shipping,No,No,13.0,Venmo,Fortnightly,25
3591,27.0,female,Dress,Clothing,87,South Dakota,M,Gray,Fall,2.9,No,2-Day Shipping,No,No,19.0,Venmo,Every 3 Months,87
2447,38.0,male,Shirt,Clothing,65,Alaska,L,Peach,Spring,2.9,No,2-Day Shipping,No,No,7.0,Credit Card,Monthly,65
1286,64.0,male,Gloves,Accessories,99,North Carolina,M,Charcoal,Fall,3.5,No,Next Day Air,Yes,Yes,45.0,Bank Transfer,Fortnightly,99
2481,61.0,male,Socks,Clothing,91,Ohio,XL,Maroon,Summer,2.9,No,Next Day Air,No,No,7.0,Credit Card,Fortnightly,91
2506,27.0,male,Handbag,Accessories,75,Illinois,M,Cyan,Summer,3.5,No,Express,No,No,43.0,PayPal,Quarterly,75
3177,36.0,female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,No,39.0,Credit Card,Monthly,37
2088,54.0,male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Standard,No,No,1.0,Credit Card,Weekly,91
1890,59.0,male,Skirt,Clothing,57,North Carolina,L,Peach,Spring,2.5,No,Next Day Air,No,No,27.0,Bank Transfer,Weekly,57
1592,18.0,male,Skirt,Clothing,100,South Dakota,L,Gold,Winter,2.9,No,Next Day Air,Yes,Yes,24.0,PayPal,Annually,100
3690,44.0,female,Jewelry,Accessories,30,South Carolina,L,Red,Fall,4.5,No,Standard,No,No,8.0,Bank Transfer,Quarterly,30
2163,60.0,male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,No,32.0,PayPal,Weekly,48
3649,31.0,female,Skirt,Clothing,67,New York,M,White,Winter,5.0,No,Free Shipping,No,No,45.0,Cash,Bi-Weekly,67
2272,29.0,male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,No,49.0,PayPal,Quarterly,99
3204,63.0,female,Coat,Outerwear,29,new york,L,Teal,Spring,4.1,No,Express,No,No,14.0,Venmo,Annually,29
1138,46.0,male,Shirt,Clothing,91,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,Yes,Yes,16.0,Bank Transfer,Every 3 Months,91
2536,47.0,male,Coat,Outerwear,80,Vermont,S,Olive,Winter,3.9,No,Express,No,No,39.0,Bank Transfer,Fortnightly,80
3743,56.0,female,Shirt,Clothing,80,Maryland,M,Gray,Fall,4.4,No,Standard,No,No,50.0,Credit Card,Bi-Weekly,80
3793,43.0,female,Scarf,Accessories,58,Massachusetts,S,Turquoise,Summer,2.6,No,Express,No,No,2.0,PayPal,Fortnightly,58
1712,21.0,male,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,No,Express,No,No,19.0,Credit Card,Monthly,93
3286,58.0,male,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,No,11.0,Cash,Weekly,31
454,54.0,male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,Yes,22.0,Credit Card,Weekly,56
914,37.0,male,Sneakers,Footwear,47,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,Yes,Yes,29.0,Cash,Every 3 Months,47
2659,52.0,female,Handbag,Accessories,47,Ohio,XL,Indigo,Summer,3.2,No,Next Day Air,No,No,39.0,PayPal,Monthly,47
1200,49.0,male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,3.0,PayPal,Weekly,89
1275,54.0,male,Hat,Accessories,73,new york,M,Olive,Spring,3.1,No,2-Day Shipping,Yes,Yes,37.0,PayPal,Quarterly,73
38,35.0,male,Jeans,Clothing,45,Indiana,S,Cyan,Summer,2.8,Yes,Store Pickup,Yes,Yes,10.0,PayPal,Weekly,45
975,69.0,male,Skirt,Clothing,90,North Carolina,M,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,23.0,Bank Transfer,Monthly,90
984,24.0,male,Hat,Accessories,45,New Mexico,L,Indigo,Winter,3.5,Yes,Free Shipping,Yes,Yes,40.0,Venmo,Bi-Weekly,45
2652,51.0,male,Sneakers,Footwear,43,Tennessee,M,Cyan,Summer,4.6,No,Store Pickup,No,No,27.0,PayPal,Quarterly,43
1419,18.0,male,Shirt,Clothing,75,Alabama,M,Violet,Summer,4.1,No,2-Day Shipping,Yes,Yes,23.0,Venmo,Every 3 Months,75
1561,57.0,male,Hat,Accessories,84,new york,M,Teal,Winter,3.8,No,Free Shipping,Yes,Yes,3.0,Debit Card,Weekly,84
40,70.0,male,Pants,Clothing,60,Arizona,S,Turquoise,Summer,4.2,Yes,Express,Yes,Yes,18.0,PayPal,Monthly,60
1487,25.0,male,Sneakers,Footwear,73,new york,S,Yellow,Spring,5.0,No,Free Shipping,Yes,Yes,23.0,Venmo,Every 3 Months,73
2532,43.0,male,Sandals,Footwear,28,new york,M,Violet,Summer,4.6,No,Free Shipping,No,No,7.0,Cash,Every 3 Months,28
170,27.0,male,Jacket,Outerwear,30,Nevada,S,Olive,Summer,3.3,Yes,Standard,Yes,Yes,3.0,PayPal,Every 3 Months,30
1356,59.0,male,Shorts,Clothing,91,Florida,M,Blue,Summer,3.0,No,2-Day Shipping,Yes,Yes,50.0,PayPal,Bi-Weekly,91
2378,44.0,male,Blouse,Clothing,94,South Dakota,L,Magenta,Summer,4.0,No,Next Day Air,No,No,22.0,Cash,Annually,94
3580,34.0,female,Scarf,Accessories,66,Arizona,L,Olive,Fall,4.8,No,Standard,No,No,19.0,Credit Card,Every 3 Months,66
2604,69.0,male,Dress,Clothing,58,Washington,M,Teal,Spring,2.7,No,2-Day Shipping,No,No,8.0,Cash,Annually,58
2616,49.0,male,T-shirt,Clothing,62,Arizona,M,Maroon,Fall,3.1,No,2-Day Shipping,No,No,6.0,Debit Card,Quarterly,62
1641,65.0,male,Scarf,Accessories,51,Tennessee,S,Olive,Spring,4.0,No,2-Day Shipping,Yes,Yes,13.0,PayPal,Weekly,51
1291,67.0,male,Skirt,Clothing,35,Maryland,M,Indigo,Spring,3.4,No,Free Shipping,Yes,Yes,3.0,PayPal,Annually,35
1381,51.0,male,Sneakers,Footwear,35,Massachusetts,S,Beige,Winter,4.6,No,Standard,Yes,Yes,41.0,Cash,Fortnightly,35
1934,48.0,male,Sandals,Footwear,67,Montana,L,Violet,Summer,4.1,No,Next Day Air,No,No,28.0,PayPal,Annually,67
580,58.0,male,Sandals,Footwear,41,California,M,Violet,Winter,3.7,Yes,Free Shipping,Yes,Yes,48.0,Credit Card,Annually,41
2031,66.0,male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,No,No,38.0,Credit Card,Monthly,67
893,31.0,male,Shorts,Clothing,64,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,Yes,43.0,Debit Card,Monthly,64
781,34.0,male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38.0,Cash,Quarterly,26
160,58.0,male,Gloves,Accessories,27,New Hampshire,M,Charcoal,Fall,3.8,Yes,Store Pickup,Yes,Yes,39.0,Bank Transfer,Every 3 Months,27
3,50.0,male,Jeans,Clothing,73,Massachusetts,S,Maroon,Spring,3.1,Yes,Free Shipping,Yes,Yes,23.0,Credit Card,Weekly,73
2753,48.0,female,Sweater,Clothing,64,Colorado,S,Peach,Winter,4.0,No,Free Shipping,No,No,30.0,Venmo,Bi-Weekly,64
3278,59.0,female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,No,3.0,Credit Card,Monthly,86
850,23.0,male,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,4.3,Yes,Express,Yes,Yes,24.0,PayPal,Quarterly,61
2907,58.0,female,Coat,Outerwear,27,Virginia,M,Indigo,Spring,3.9,No,Standard,No,No,7.0,Venmo,Annually,27
1777,56.0,male,Jacket,Outerwear,64,Arizona,L,Cyan,Summer,3.4,No,Free Shipping,No,No,10.0,Venmo,Every 3 Months,64
1914,49.0,male,Skirt,Clothing,48,Kentucky,M,Peach,Winter,3.6,No,Express,No,No,29.0,Cash,Annually,48
1044,28.0,male,Jeans,Clothing,76,Hawaii,M,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,28.0,Debit Card,Fortnightly,76
1545,30.0,male,Jewelry,Accessories,24,Arkansas,M,Maroon,Spring,3.9,No,Standard,Yes,Yes,17.0,Debit Card,Bi-Weekly,24
2442,45.0,male,Jewelry,Accessories,36,California,M,Black,Fall,4.7,No,Free Shipping,No,No,5.0,Credit Card,Monthly,36
54,29.0,male,Skirt,Clothing,24,Mississippi,S,Olive,Winter,3.9,Yes,Next Day Air,Yes,Yes,35.0,Credit Card,Weekly,24
3834,44.0,female,Jacket,Outerwear,93,Arizona,L,Gray,Summer,4.6,No,Free Shipping,No,No,17.0,PayPal,Every 3 Months,93
1912,65.0,male,Jewelry,Accessories,81,Arizona,M,Gray,Spring,4.9,No,Express,No,No,32.0,Debit Card,Bi-Weekly,81
3156,22.0,female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,No,34.0,Cash,Annually,90
2663,25.0,female,Skirt,Clothing,98,Nebraska,M,Cyan,Summer,2.8,No,2-Day Shipping,No,No,44.0,PayPal,Fortnightly,98
3808,38.0,female,Blouse,Clothing,39,Michigan,L,Peach,Spring,2.9,No,Next Day Air,No,No,36.0,PayPal,Annually,39
825,61.0,male,Blouse,Clothing,94,Georgia,M,White,Spring,3.0,Yes,Store Pickup,Yes,Yes,25.0,Cash,Quarterly,94
3560,18.0,female,Shorts,Clothing,25,Utah,M,Beige,Fall,3.0,No,Next Day Air,No,No,13.0,Venmo,Every 3 Months,25
1390,59.0,male,Scarf,Accessories,72,Illinois,L,Orange,Fall,2.6,No,Store Pickup,Yes,Yes,8.0,Debit Card,Fortnightly,72
3257,60.0,female,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,No,50.0,Venmo,Every 3 Months,26
2487,61.0,male,Jeans,Clothing,58,Texas,L,Magenta,Spring,4.4,No,Store Pickup,No,No,6.0,Credit Card,Fortnightly,58
1608,49.0,male,Shorts,Clothing,72,Vermont,S,Gray,Fall,2.7,No,Free Shipping,Yes,Yes,43.0,Debit Card,Quarterly,72
1595,40.0,male,Handbag,Accessories,41,Colorado,XL,Charcoal,Summer,3.7,No,Store Pickup,Yes,Yes,3.0,Cash,Fortnightly,41
772,22.0,male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,34.0,Bank Transfer,Fortnightly,68
2274,55.0,male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,No,13.0,PayPal,Bi-Weekly,96
1869,23.0,male,Gloves,Accessories,58,Indiana,M,Silver,Spring,4.7,No,Next Day Air,No,No,44.0,Cash,Fortnightly,58
1086,25.0,male,Jewelry,Accessories,85,Utah,M,Turquoise,Winter,3.0,No,Store Pickup,Yes,Yes,23.0,Venmo,Fortnightly,85
2701,22.0,female,T-shirt,Clothing,68,California,XL,Olive,Winter,3.2,No,Standard,No,No,36.0,Cash,Weekly,68
1326,28.0,male,Backpack,Accessories,73,Oregon,L,Gold,Summer,3.5,No,Express,Yes,Yes,1.0,Cash,Monthly,73
1464,54.0,male,Jewelry,Accessories,49,Oklahoma,M,Olive,Summer,4.9,No,Store Pickup,Yes,Yes,1.0,Bank Transfer,Monthly,49
807,56.0,male,Jeans,Clothing,56,Florida,L,Charcoal,Summer,2.7,Yes,Standard,Yes,Yes,46.0,PayPal,Quarterly,56
2441,31.0,male,Socks,Clothing,90,Indiana,M,Red,Spring,4.7,No,Standard,No,No,47.0,Bank Transfer,Annually,90
2465,47.0,male,Jacket,Outerwear,84,Hawaii,L,Teal,Winter,2.8,No,Express,No,No,4.0,Cash,Bi-Weekly,84
2109,54.0,male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,No,4.0,Credit Card,Quarterly,46
2816,33.0,female,Blouse,Clothing,67,Idaho,L,Black,Fall,3.9,No,Free Shipping,No,No,40.0,Venmo,Every 3 Months,67
1142,39.0,male,Gloves,Accessories,33,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,Yes,23.0,PayPal,Fortnightly,33
2235,35.0,male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,No,26.0,Cash,Weekly,66
964,21.0,male,Boots,Footwear,63,South Carolina,L,Olive,Spring,2.5,Yes,2-Day Shipping,Yes,Yes,14.0,Credit Card,Weekly,63
399,20.0,male,Boots,Footwear,67,Montana,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,25.0,Debit Card,Every 3 Months,67
3730,28.0,female,Boots,Footwear,82,Rhode Island,M,Teal,Spring,4.7,No,2-Day Shipping,No,No,50.0,Cash,Quarterly,82
705,34.0,male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18.0,PayPal,Annually,66
432,43.0,male,Hat,Accessories,76,new york,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,Yes,33.0,Cash,Fortnightly,76
293,60.0,male,Shoes,Footwear,99,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24.0,Cash,Quarterly,99
3758,61.0,female,Skirt,Clothing,44,California,L,Red,Fall,4.5,No,2-Day Shipping,No,No,33.0,Cash,Weekly,44
146,24.0,female,Jewelry,Accessories,95,Missouri,M,Teal,Fall,4.5,Yes,Standard,Yes,Yes,44.0,Debit Card,Quarterly,95
2034,57.0,male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,No,No,33.0,Venmo,Annually,55
3024,50.0,male,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9,No,Express,No,No,4.0,PayPal,Quarterly,31
1166,51.0,male,T-shirt,Clothing,64,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,Yes,21.0,Venmo,Every 3 Months,64
2051,35.0,male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,No,10.0,Debit Card,Annually,96
3039,56.0,female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,No,Free Shipping,No,No,36.0,Debit Card,Annually,39
340,40.0,male,Shorts,Clothing,33,Pennsylvania,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21.0,Credit Card,Every 3 Months,33
2405,28.0,male,Shorts,Clothing,33,West Virginia,L,Cyan,Winter,3.1,No,2-Day Shipping,No,No,23.0,Credit Card,Bi-Weekly,33
266,32.0,male,Backpack,Accessories,59,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17.0,Bank Transfer,Bi-Weekly,59
3092,68.0,male,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4,No,2-Day Shipping,No,No,46.0,Credit Card,Annually,81
1772,46.0,male,Shirt,Clothing,82,new york,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,9.0,Credit Card,Annually,82
272,65.0,male,Sunglasses,Accessories,69,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42.0,Credit Card,Fortnightly,69
697,44.0,male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,49.0,Cash,Monthly,42
103,51.0,male,Socks,Clothing,67,Oklahoma,L,Violet,Winter,4.8,Yes,Next Day Air,Yes,Yes,35.0,Credit Card,Quarterly,67
245,53.0,female,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39.0,PayPal,Weekly,42
3735,38.0,female,Hoodie,Clothing,88,California,M,Beige,Spring,3.4,No,Next Day Air,No,No,33.0,Debit Card,Every 3 Months,88
477,21.0,male,Scarf,Accessories,90,Connecticut,M,Olive,Spring,3.5,Yes,Free Shipping,Yes,Yes,2.0,Debit Card,Fortnightly,90
2033,46.0,male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,No,No,13.0,Cash,Annually,36
3378,37.0,female,Shirt,Clothing,32,Kentucky,M,Yellow,Winter,4.6,No,Next Day Air,No,No,18.0,PayPal,Fortnightly,32
2494,21.0,male,Socks,Clothing,23,Maine,S,Beige,Fall,4.8,No,2-Day Shipping,No,No,6.0,Venmo,Every 3 Months,23
814,54.0,female,Handbag,Accessories,45,Montana,S,Olive,Summer,2.9,Yes,Store Pickup,Yes,Yes,14.0,Debit Card,Annually,45
1915,28.0,male,Shorts,Clothing,97,Alaska,L,Green,Fall,3.4,No,Standard,No,No,40.0,Credit Card,Fortnightly,97
3353,55.0,male,Belt,Accessories,96,Washington,M,Teal,Summer,2.9,No,Next Day Air,No,No,7.0,Bank Transfer,Bi-Weekly,96
